index,split,logMedianBrightness
40172,train,3.546298
40173,train,3.738372
40174,train,3.771881
40175,train,3.588938
40176,train,3.692532
40177,train,3.566677
40178,train,3.404800
40179,train,3.669965
40180,train,3.741067
40181,val,3.824987
40182,train,3.377025
40183,train,3.641499
40184,test,3.628231
40185,test,3.964249
40186,train,3.504838
40187,train,3.662065
40188,train,3.644049
40189,test,3.692085
40190,test,3.607265
40191,test,3.502529
40192,train,3.546088
40193,train,3.530808
40194,train,3.617035
40195,test,3.586165
40196,test,3.754155
40197,val,3.696218
40198,train,1.301031
40199,train,3.652310
40200,val,3.673347
40201,train,3.704443
40202,train,1.672133
40203,train,1.666714
40204,train,1.301030
40205,train,3.528932
40206,train,3.677138
40207,train,3.601698
40208,test,3.503791
40209,train,3.644006
40210,val,3.678306
40211,train,3.703338
40212,train,1.302094
40213,train,1.301031
40214,train,3.642823
40215,val,3.691156
40216,train,3.728720
40217,train,3.434377
40218,train,3.438897
40219,train,3.693677
40220,val,3.678720
40221,train,3.756639
40222,test,3.764423
40223,train,1.301921
40224,val,3.574959
40225,train,1.301106
40226,val,3.662745
40227,train,3.302898
40228,train,3.574739
40229,train,3.331574
40230,train,3.889424
40231,val,3.875012
40232,train,3.982425
40233,train,3.573160
40234,val,3.669182
40235,train,3.875015
40236,train,3.750973
40237,train,3.590740
40238,val,3.706540
40239,train,3.610420
40240,test,3.466795
40241,val,3.658391
40242,train,3.795948
40243,val,3.526500
40244,train,3.888198
40245,val,3.709895
40246,val,3.288094
40247,train,3.771203
40248,train,2.903614
40249,val,3.658435
40250,train,3.713128
40251,train,3.792771
40252,train,3.760506
40253,train,3.710111
40254,train,3.705236
40255,test,3.752586
40256,train,3.409171
40257,train,3.531628
40258,train,3.394013
40259,train,3.451571
40260,train,1.590877
40261,val,3.763192
40262,train,3.705312
40263,train,3.652904
40264,train,3.775974
40265,val,3.761798
40266,train,3.326650
40267,train,1.553644
40268,val,3.792712
40269,test,3.683173
40270,train,3.665799
40271,train,3.768883
40272,train,3.857185
40273,val,3.653799
40274,val,3.676243
40275,train,1.301030
40276,val,3.585840
40277,train,3.458771
40278,test,1.578027
40279,train,3.674398
40280,val,1.302035
40281,train,3.716585
40282,test,1.497164
40283,train,3.304185
40284,train,3.563715
40285,train,3.581272
40286,train,3.559922
40287,train,4.031062
40288,test,3.737688
40289,val,3.558191
40290,test,3.697021
40291,train,3.482052
40292,train,3.522671
40293,test,3.704467
40294,train,3.572749
40295,train,3.770163
40296,train,3.656245
40297,train,3.474271
40298,val,3.255220
40299,train,3.381929
40300,train,3.514980
40301,train,3.430641
40302,train,1.303596
40303,train,3.739271
40304,test,1.526853
40305,train,3.335521
40306,test,3.454826
40307,val,3.719593
40308,train,3.666034
40309,train,3.735077
40310,test,3.418952
40311,train,3.724423
40312,train,3.661013
40313,test,3.594865
40314,val,3.822729
40315,train,3.483885
40316,train,3.819736
40317,train,1.301030
40318,train,1.448496
40319,train,1.663964
40320,train,1.654005
40321,train,1.301927
40322,test,3.607338
40323,train,3.560852
40324,train,3.345524
40325,train,3.258921
40326,train,1.733210
40327,train,1.301031
40328,test,3.139918
40329,train,1.614980
40330,test,1.301101
40331,test,1.304996
40332,train,3.140999
40333,test,1.301031
40334,train,3.168623
40335,train,3.137354
40336,train,1.374025
40337,test,1.301030
40338,train,1.301030
40339,train,1.546939
40340,val,1.301030
40341,train,1.392518
40342,train,2.262275
40343,train,1.353547
40344,train,1.302040
40345,train,1.565957
40346,train,1.301030
40347,train,1.301030
40348,train,1.301787
40349,train,1.439707
40350,val,1.301094
40351,train,1.519357
40352,val,1.301031
40353,test,1.301448
40354,test,1.301105
40355,train,1.381574
40356,train,3.694531
40357,train,3.630132
40358,train,3.520109
40359,val,3.772398
40360,train,3.483685
40361,train,3.282266
40362,train,3.704230
40363,val,1.302822
40364,val,1.567494
40365,test,3.743785
40366,train,3.624214
40367,train,3.328508
40368,test,3.571282
40369,train,3.139336
40370,test,1.301030
40371,train,3.706408
40372,test,3.466438
40373,train,3.871102
40374,train,3.734323
40375,train,1.301030
40376,val,1.371763
40377,val,3.544657
40378,val,3.641543
40379,val,3.699199
40380,val,3.108504
40381,train,3.720520
40382,train,3.542995
40383,train,3.302687
40384,val,3.643250
40385,val,3.671167
40386,test,3.635426
40387,train,3.639266
40388,test,2.924717
40389,train,3.714893
40390,train,3.584791
40391,train,1.301030
40392,train,3.287149
40393,val,3.673824
40394,train,1.299731
40395,test,3.136024
40396,train,3.271465
40397,train,3.724924
40398,test,3.585961
40399,train,3.503791
40400,train,3.644603
40401,train,1.301098
40402,test,3.637477
40403,val,3.335128
40404,train,3.513970
40405,test,1.494255
40406,train,3.353179
40407,val,3.734227
40408,train,3.675508
40409,train,3.702316
40410,train,3.400991
40411,train,1.630835
40412,val,3.752033
40413,test,3.414364
40414,train,1.301030
40415,train,1.302082
40416,train,1.636449
40417,test,1.302635
40418,test,3.379282
40419,train,3.196818
40420,train,3.384826
40421,train,1.441421
40422,test,1.377141
40423,test,1.581303
40424,train,1.567984
40425,val,1.301030
40426,test,1.296240
40427,test,1.299703
40428,test,1.541525
40429,test,3.246063
40430,train,3.674844
40431,train,3.324829
40432,train,1.539820
40433,train,3.744320
40434,train,3.404574
40435,train,3.450434
40436,train,1.642034
40437,train,1.601454
40438,train,3.366190
40439,train,1.299982
40440,train,3.821171
40441,train,3.255861
40442,test,1.693852
40443,train,3.447954
40444,train,1.737426
40445,train,3.515687
40446,train,3.484953
40447,train,3.701623
40448,train,1.767024
40449,train,3.357944
40450,train,1.300351
40451,train,1.301030
40452,train,1.472422
40453,val,3.259355
40454,train,3.458962
40455,val,3.538890
40456,test,3.411519
40457,train,3.449540
40458,val,2.336786
40459,train,1.836970
40460,train,1.301087
40461,train,3.439022
40462,val,3.699147
40463,train,1.563975
40464,train,3.267197
40465,train,3.603781
40466,train,1.301401
40467,test,3.395437
40468,train,3.478004
40469,val,3.617089
40470,val,1.301054
40471,train,3.310833
40472,train,3.525664
40473,train,3.259355
40474,train,3.629051
40475,train,1.607576
40476,val,3.373884
40477,test,3.349423
40478,test,3.410658
40479,val,1.758394
40480,train,2.629677
40481,train,1.628164
40482,train,1.301030
40483,val,1.301030
40484,train,3.499939
40485,train,1.580187
40486,train,3.584852
40487,train,3.674482
40488,val,1.303203
40489,train,3.626968
40490,train,1.301031
40491,train,3.654210
40492,test,1.412248
40493,train,3.468364
40494,train,3.513660
40495,train,1.532711
40496,train,1.301030
40497,val,1.329053
40498,test,3.258410
40499,test,3.535404
40500,train,3.648458
40501,test,3.572725
40502,train,3.408489
40503,train,3.655671
40504,train,1.725707
40505,train,1.514162
40506,test,3.511729
40507,train,3.221433
40508,val,3.572535
40509,train,3.416740
40510,train,3.459721
40511,train,3.744415
40512,train,3.598435
40513,val,1.301030
40514,train,1.300799
40515,train,1.634835
40516,train,3.739795
40517,train,1.301032
40518,train,3.644598
40519,test,1.301982
40520,test,3.139902
40521,val,3.453009
40522,train,3.655755
40523,train,1.733530
40524,train,3.505064
40525,train,3.111110
40526,val,1.533952
40527,val,3.583616
40528,train,1.357210
40529,train,3.613459
40530,train,3.655327
40531,train,3.662565
40532,test,3.804167
40533,train,3.504294
40534,train,3.247171
40535,val,1.643531
40536,train,3.159002
40537,train,3.580714
40538,val,3.777482
40539,train,1.645167
40540,train,3.712232
40541,train,3.558393
40542,train,3.353315
40543,val,3.663748
40544,train,3.576669
40545,train,3.287825
40546,train,3.259886
40547,train,3.550040
40548,train,3.301211
40549,train,3.527776
40550,test,3.669330
40551,test,1.302096
40552,val,1.723860
40553,train,3.324276
40554,train,3.300220
40555,val,3.532602
40556,train,3.648226
40557,train,3.715122
40558,test,3.415301
40559,train,1.303916
40560,train,3.619365
40561,train,3.192034
40562,val,3.634577
40563,test,3.522179
40564,train,1.519369
40565,val,3.523153
40566,train,3.740122
40567,train,3.552895
40568,test,1.301030
40569,train,3.690822
40570,train,1.300081
40571,val,3.504344
40572,train,3.515413
40573,train,3.637791
40574,train,3.591014
40575,train,3.633934
40576,val,3.414704
40577,test,1.738463
40578,train,3.145851
40579,train,3.126132
40580,train,3.531178
40581,train,3.558371
40582,test,3.454461
40583,train,3.401895
40584,train,3.344556
40585,train,3.588114
40586,train,3.622660
40587,train,3.703538
40588,train,3.658808
40589,train,3.495456
40590,train,3.409062
40591,train,3.739255
40592,val,3.555177
40593,train,3.571751
40594,train,1.301030
40595,train,1.631246
40596,train,3.407260
40597,train,3.682283
40598,train,3.617306
40599,train,3.516570
40600,train,3.164174
40601,train,3.682626
40602,train,3.611926
40603,train,3.453691
40604,train,3.706158
40605,train,1.457594
40606,train,3.620681
40607,train,3.471373
40608,val,1.865055
40609,train,3.507151
40610,train,3.742739
40611,train,3.582875
40612,val,3.256423
40613,train,3.144256
40614,test,3.593915
40615,val,3.259788
40616,val,3.600512
40617,train,3.292804
40618,train,3.532723
40619,train,3.693903
40620,test,3.040675
40621,train,3.307453
40622,train,3.562422
40623,train,3.773308
40624,val,3.661968
40625,train,1.558231
40626,train,3.530432
40627,train,1.457755
40628,train,3.504731
40629,train,3.694686
40630,val,3.560997
40631,val,1.300406
40632,train,3.234177
40633,test,3.628109
40634,train,3.636520
40635,train,3.667107
40636,train,1.300808
40637,train,3.514340
40638,val,3.530811
40639,train,3.624740
40640,test,3.522259
40641,val,3.651008
40642,train,3.423575
40643,train,3.133669
40644,train,1.466791
40645,train,3.259355
40646,val,1.301030
40647,train,3.306307
40648,train,1.301032
40649,train,3.306615
40650,train,1.311044
40651,train,1.638303
40652,val,3.756026
40653,val,3.466947
40654,train,3.564068
40655,train,3.613679
40656,train,1.301030
40657,test,2.874701
40658,val,1.566926
40659,train,3.583928
40660,test,3.614611
40661,train,1.405935
40662,train,3.580571
40663,train,3.592856
40664,train,3.615391
40665,test,3.561656
40666,train,3.382704
40667,val,3.525436
40668,train,3.042779
40669,train,3.472953
40670,val,3.654624
40671,test,1.618363
40672,train,3.586005
40673,train,3.239997
40674,test,3.772758
40675,train,3.706933
40676,train,3.588733
40677,test,3.717529
40678,test,3.437816
40679,train,3.703041
40680,test,3.574335
40681,train,3.258257
40682,val,3.589476
40683,train,3.638062
40684,train,3.774877
40685,train,3.610252
40686,train,3.612161
40687,train,3.256437
40688,train,3.140856
40689,train,3.641746
40690,train,3.652674
40691,train,3.591813
40692,train,3.756069
40693,val,3.758190
40694,val,1.303747
40695,train,3.424225
40696,val,3.597341
40697,val,3.508071
40698,train,3.498373
40699,train,1.674980
40700,train,3.357024
40701,train,3.738658
40702,train,3.657708
40703,train,1.301101
40704,train,1.301030
40705,train,3.769031
40706,train,3.272571
40707,test,3.806417
40708,train,3.137352
40709,train,3.339358
40710,train,3.566032
40711,val,3.638875
40712,test,3.806602
40713,train,1.410315
40714,train,1.302442
40715,train,3.505114
40716,test,3.330526
40717,train,3.547140
40718,train,3.558596
40719,val,1.351556
40720,train,3.789843
40721,train,3.561369
40722,train,3.226773
40723,test,3.610489
40724,train,3.553199
40725,train,1.563243
40726,train,3.751003
40727,train,3.596148
40728,test,3.639226
40729,train,3.359145
40730,train,3.726178
40731,train,3.477855
40732,train,3.633079
40733,val,3.555748
40734,train,1.301030
40735,test,3.654174
40736,val,3.709310
40737,test,3.641797
40738,train,1.301030
40739,train,3.726577
40740,train,3.430514
40741,train,3.670842
40742,train,3.549099
40743,train,3.642219
40744,val,1.300892
40745,train,3.634055
40746,train,3.527357
40747,train,3.672877
40748,val,3.702683
40749,train,3.598779
40750,train,3.592106
40751,train,1.301064
40752,train,3.765453
40753,val,1.301031
40754,train,3.121592
40755,test,3.488587
40756,test,3.256932
40757,train,3.334865
40758,train,3.260304
40759,train,3.768256
40760,train,1.392648
40761,val,3.663131
40762,train,3.763691
40763,train,3.773659
40764,train,3.606508
40765,test,3.542724
40766,train,3.247575
40767,train,3.725650
40768,train,3.673694
40769,train,3.546792
40770,train,3.667602
40771,train,3.525986
40772,train,3.511619
40773,train,3.199830
40774,val,3.423792
40775,train,3.724578
40776,train,3.673450
40777,train,3.604782
40778,train,1.301030
40779,train,3.546352
40780,train,1.363106
40781,val,3.648890
40782,val,3.645760
40783,train,3.671559
40784,train,3.553023
40785,train,3.636361
40786,train,3.869837
40787,train,3.722475
40788,val,3.419796
40789,train,3.254639
40790,train,3.224490
40791,test,3.768104
40792,train,3.501518
40793,train,3.543310
40794,train,3.546790
40795,train,3.546195
40796,test,3.246511
40797,train,3.570397
40798,train,3.499716
40799,train,3.633796
40800,train,3.628062
40801,train,3.506154
40802,test,3.802515
40803,val,3.548721
40804,val,3.421060
40805,train,3.693648
40806,val,3.621919
40807,test,3.602053
40808,val,3.564472
40809,train,3.513868
40810,val,3.583920
40811,train,3.632317
40812,train,3.257632
40813,train,3.600027
40814,train,3.571881
40815,train,3.543414
40816,val,3.383830
40817,train,1.304608
40818,train,3.595753
40819,test,3.635888
40820,val,3.762413
40821,val,3.371911
40822,train,3.597385
40823,test,3.637123
40824,train,3.730539
40825,train,3.133778
40826,train,3.580272
40827,train,3.559953
40828,val,3.709583
40829,test,3.734897
40830,train,3.645052
40831,train,3.656323
40832,train,3.585574
40833,val,3.657302
40834,test,3.659192
40835,train,3.735918
40836,train,3.570728
40837,train,3.623038
40838,test,1.301316
40839,test,1.495960
40840,val,1.301030
40841,train,2.205215
40842,val,1.303634
40843,train,1.526712
40844,train,1.650758
40845,train,1.412389
40846,train,3.622549
40847,train,3.695371
40848,train,1.447567
40849,train,3.494121
40850,train,1.476647
40851,train,3.577874
40852,train,3.760606
40853,train,1.313166
40854,test,3.568415
40855,train,3.517554
40856,train,3.670199
40857,train,1.301030
40858,train,1.676483
40859,train,3.644601
40860,train,3.585278
40861,train,3.645772
40862,train,3.350919
40863,train,3.634523
40864,train,3.181112
40865,train,3.489101
40866,train,3.661613
40867,train,3.385941
40868,train,3.365775
40869,test,3.696102
40870,train,3.737259
40871,train,3.527116
40872,train,3.639242
40873,val,2.994784
40874,train,3.495177
40875,train,3.586569
40876,val,3.754723
40877,train,3.533969
40878,train,1.301030
40879,train,1.440737
40880,train,3.607132
40881,train,3.484154
40882,train,3.710728
40883,test,3.350531
40884,train,3.691696
40885,train,3.673596
40886,train,3.578043
40887,train,3.632537
40888,val,1.302431
40889,train,3.708345
40890,test,3.428225
40891,train,3.611399
40892,train,3.253527
40893,train,3.605837
40894,train,3.554012
40895,train,3.593407
40896,train,3.387506
40897,train,3.636528
40898,test,3.143764
40899,train,3.523655
40900,train,3.702086
40901,train,3.759851
40902,train,3.725798
40903,test,3.564210
40904,test,3.663763
40905,train,3.656689
40906,train,3.942346
40907,test,3.470603
40908,val,3.630119
40909,train,3.813034
40910,test,3.712257
40911,train,3.365838
40912,train,1.303998
40913,val,1.303714
40914,train,3.396666
40915,train,3.804301
40916,train,3.657511
40917,train,2.925446
40918,train,3.672384
40919,train,3.691007
40920,train,3.745654
40921,test,3.612737
40922,train,3.688136
40923,train,3.629048
40924,train,3.806276
40925,val,1.316579
40926,train,3.676242
40927,train,3.747483
40928,train,3.767952
40929,val,3.590690
40930,train,3.541207
40931,train,3.716300
40932,train,3.395864
40933,train,3.630866
40934,test,3.830430
40935,val,3.640537
40936,train,3.453287
40937,train,3.649755
40938,train,3.757376
40939,train,3.540156
40940,val,3.713670
40941,test,3.693702
40942,train,3.259355
40943,test,3.704875
40944,train,3.638220
40945,train,3.730870
40946,test,3.625071
40947,train,3.458721
40948,train,3.833949
40949,train,3.411717
40950,test,3.511250
40951,test,1.301030
40952,test,1.302778
40953,train,3.450038
40954,train,3.558913
40955,train,3.489634
40956,train,3.696312
40957,val,3.771881
40958,train,3.666730
40959,train,3.872007
40960,val,3.621051
40961,test,3.499002
40962,train,3.654185
40963,train,3.658701
40964,train,2.725740
40965,train,3.769816
40966,test,3.625851
40967,val,3.715258
40968,train,3.852659
40969,test,3.716070
40970,train,3.641791
40971,train,3.604252
40972,train,3.780106
40973,train,3.882205
40974,train,3.795948
40975,test,3.634953
40976,train,3.718179
40977,train,3.735574
40978,train,3.668387
40979,train,3.745771
40980,train,3.722780
40981,train,3.683401
40982,val,1.301030
40983,train,1.301030
40984,train,3.425975
40985,train,1.419910
40986,train,1.301686
40987,train,1.302471
40988,train,3.258927
40989,test,3.343661
40990,train,3.198418
40991,test,3.669749
40992,test,3.632359
40993,train,3.670444
40994,test,1.470974
40995,test,3.747513
40996,train,1.397344
40997,train,3.475516
40998,test,3.553617
40999,train,1.301030
41000,train,3.174225
41001,train,1.402872
41002,test,3.534758
41003,val,3.652112
41004,train,3.055664
41005,train,1.416622
41006,train,3.700046
41007,train,3.246037
41008,val,3.739547
41009,val,3.185927
41010,val,1.530560
41011,val,3.523056
41012,test,3.675017
41013,train,1.535440
41014,train,1.302751
41015,val,3.229415
41016,test,3.539503
41017,test,3.519235
41018,val,3.755846
41019,train,3.640078
41020,train,3.588692
41021,train,1.480042
41022,train,3.433259
41023,train,1.504252
41024,train,3.400096
41025,train,1.605826
41026,train,3.573397
41027,train,3.473880
41028,train,3.242570
41029,train,3.698523
41030,train,3.693902
41031,train,3.726060
41032,train,1.577934
41033,test,3.351533
41034,val,3.405919
41035,train,1.653993
41036,train,3.568419
41037,test,3.580472
41038,val,1.301030
41039,train,3.694190
41040,train,2.714426
41041,val,1.757705
41042,train,3.559967
41043,val,3.364627
41044,train,3.256780
41045,train,3.579324
41046,train,3.788289
41047,test,1.301702
41048,train,3.417498
41049,train,3.698345
41050,test,3.644258
41051,test,3.635245
41052,train,3.664480
41053,val,3.320952
41054,train,1.301030
41055,train,1.863078
41056,train,1.304668
41057,train,3.553621
41058,test,1.729699
41059,train,3.579253
41060,train,3.610015
41061,train,3.502001
41062,train,1.433271
41063,train,3.676941
41064,train,3.501177
41065,train,3.648441
41066,train,1.629219
41067,train,1.671286
41068,test,1.504688
41069,test,3.649625
41070,train,1.301427
41071,val,3.713081
41072,train,3.564195
41073,test,1.304215
41074,test,3.741067
41075,train,3.144953
41076,test,3.451001
41077,test,3.408096
41078,test,3.495260
41079,train,3.725991
41080,train,3.617592
41081,train,3.689859
41082,val,3.769745
41083,train,3.703756
41084,train,3.455494
41085,train,3.726126
41086,train,3.666539
41087,train,3.431563
41088,train,2.835493
41089,train,3.899997
41090,test,3.890233
41091,train,3.778651
41092,train,3.654369
41093,test,3.624892
41094,train,3.963025
41095,test,3.582668
41096,train,3.671690
41097,train,3.585809
41098,train,1.506104
41099,train,3.559164
41100,train,3.775959
41101,train,3.652568
41102,val,3.495737
41103,train,3.790816
41104,train,3.739243
41105,test,3.547028
41106,val,1.580752
41107,train,3.694171
41108,train,3.693917
41109,train,3.308066
41110,train,1.301032
41111,train,3.652876
41112,val,3.259355
41113,train,3.590415
41114,train,3.765643
41115,val,3.579987
41116,test,3.648327
41117,train,3.759129
41118,train,3.741704
41119,val,3.781273
41120,val,3.696555
41121,train,3.693666
41122,train,3.720095
41123,train,3.855657
41124,train,3.137352
41125,train,3.191276
41126,train,2.968234
41127,train,1.668406
41128,test,3.666942
41129,train,3.773834
41130,train,3.583425
41131,train,3.462301
41132,train,3.771881
41133,test,3.591255
41134,train,4.055503
41135,train,3.775032
41136,test,3.524887
41137,train,1.561412
41138,train,3.593043
41139,train,3.366399
41140,test,1.522952
41141,train,3.238852
41142,train,3.706804
41143,train,3.463095
41144,test,1.302061
41145,val,3.517826
41146,train,3.626112
41147,val,1.375595
41148,val,3.356571
41149,test,3.593633
41150,train,1.466278
41151,val,3.725259
41152,test,1.301031
41153,train,3.463063
41154,train,1.301862
41155,test,1.498202
41156,val,1.303275
41157,val,3.195723
41158,train,1.301031
41159,train,1.407243
41160,test,1.604957
41161,val,1.435685
41162,train,1.368096
41163,train,1.637391
41164,train,1.301031
41165,train,3.713671
41166,test,3.681279
41167,train,3.868874
41168,train,3.568182
41169,train,3.792111
41170,train,3.589737
41171,test,3.364208
41172,train,3.771109
41173,train,3.894803
41174,test,3.632775
41175,val,3.698249
41176,train,3.082369
41177,train,2.969846
41178,val,3.746538
41179,train,1.533778
41180,train,3.519921
41181,train,3.604133
41182,train,1.301031
41183,train,3.400049
41184,train,3.414111
41185,train,3.921448
41186,train,3.721005
41187,train,3.615299
41188,test,3.682505
41189,train,3.726198
41190,train,3.451803
41191,train,3.655926
41192,train,3.596369
41193,train,3.610852
41194,train,3.674706
41195,test,1.674880
41196,train,3.620378
41197,train,3.291535
41198,test,3.707558
41199,test,3.620036
41200,train,3.792165
41201,test,3.551509
41202,train,3.258541
41203,train,3.681593
41204,test,3.682919
41205,train,3.682215
41206,train,3.355766
41207,test,3.806555
41208,train,3.855597
41209,test,1.452289
41210,train,3.312815
41211,train,3.609366
41212,train,1.321272
41213,train,1.301030
41214,train,2.889601
41215,train,2.849609
41216,train,3.407507
41217,train,3.790704
41218,train,3.214926
41219,val,3.310384
41220,train,1.734035
41221,test,3.523309
41222,train,3.442162
41223,train,3.682449
41224,train,3.608497
41225,test,3.755365
41226,train,3.750990
41227,val,3.493354
41228,test,3.579273
41229,train,3.175362
41230,train,1.301057
41231,train,1.301074
41232,train,3.514250
41233,test,3.735847
41234,train,3.583407
41235,val,3.850358
41236,test,3.598849
41237,val,3.466479
41238,train,3.439032
41239,train,3.479503
41240,train,1.301030
41241,train,3.771718
41242,train,3.636655
41243,train,3.775974
41244,train,3.689552
41245,val,3.186846
41246,train,3.314578
41247,train,1.301030
41248,val,3.610777
41249,train,3.693744
41250,train,3.693903
41251,train,3.755374
41252,train,1.301030
41253,train,3.437669
41254,train,3.738968
41255,train,1.511378
41256,train,3.397557
41257,val,3.620481
41258,train,3.642684
41259,test,1.301030
41260,train,3.607348
41261,train,3.718582
41262,train,3.723062
41263,train,3.675913
41264,train,3.684532
41265,train,3.642671
41266,train,3.607944
41267,train,1.301054
41268,train,1.477243
41269,train,3.137493
41270,train,1.301030
41271,train,3.461429
41272,train,3.255497
41273,train,1.301221
41274,train,3.290814
41275,train,3.682696
41276,train,3.505826
41277,test,3.691277
41278,train,3.037929
41279,train,3.748547
41280,train,1.301030
41281,train,3.621808
41282,train,1.456122
41283,train,1.301257
41284,train,2.888074
41285,train,3.747003
41286,val,3.453663
41287,train,3.615442
41288,train,3.630375
41289,test,3.574495
41290,train,3.687685
41291,test,3.626734
41292,train,3.728240
41293,test,3.778414
41294,train,3.700203
41295,train,3.744081
41296,val,3.534590
41297,train,3.367507
41298,val,1.300484
41299,train,1.541358
41300,train,1.456621
41301,train,1.301224
41302,train,3.622575
41303,train,3.721347
41304,train,3.651749
41305,train,3.688591
41306,val,3.402270
41307,train,3.139997
41308,train,3.764142
41309,test,1.657492
41310,train,1.301030
41311,test,3.521320
41312,train,1.480013
41313,train,3.604144
41314,train,3.580307
41315,val,3.456443
41316,train,3.716827
41317,train,3.493778
41318,test,3.711642
41319,train,3.259762
41320,train,1.301031
41321,train,1.300729
41322,train,1.633003
41323,train,1.301030
41324,val,1.617480
41325,test,3.547507
41326,train,3.629259
41327,train,3.740608
41328,val,3.723888
41329,val,3.493000
41330,train,3.722176
41331,test,3.603691
41332,train,3.701885
41333,train,3.593212
41334,train,1.301030
41335,val,3.679641
41336,test,3.752505
41337,train,3.739756
41338,train,1.683321
41339,val,1.301030
41340,test,3.791055
41341,val,3.631902
41342,train,1.300060
41343,train,3.528660
41344,train,3.988469
41345,train,3.564294
41346,val,3.620591
41347,test,3.680908
41348,train,1.301862
41349,train,3.425873
41350,train,1.301032
41351,train,1.568082
41352,val,1.373762
41353,val,1.301030
41354,test,3.622209
41355,train,1.301030
41356,train,1.301031
41357,train,1.497358
41358,train,3.447995
41359,train,1.540157
41360,train,3.138053
41361,train,3.696889
41362,train,3.638576
41363,val,1.456710
41364,train,3.496899
41365,train,1.456034
41366,test,1.630476
41367,train,3.435048
41368,test,3.717799
41369,train,3.802885
41370,train,3.803475
41371,train,1.301030
41372,train,3.233912
41373,train,3.744425
41374,train,3.284706
41375,train,1.702754
41376,train,1.301032
41377,train,1.313073
41378,train,3.567277
41379,val,3.574994
41380,val,3.672236
41381,train,3.211072
41382,test,3.641970
41383,train,3.638675
41384,val,3.751317
41385,train,3.391975
41386,train,3.162730
41387,train,1.629442
41388,train,3.770691
41389,val,3.538332
41390,test,3.484344
41391,train,1.301463
41392,test,1.968044
41393,test,3.244696
41394,train,3.750584
41395,train,3.697351
41396,train,3.625945
41397,val,3.675415
41398,test,1.300179
41399,train,3.516598
41400,train,3.574228
41401,test,1.585933
41402,train,3.749288
41403,test,3.716552
41404,test,3.538475
41405,train,3.476463
41406,train,3.601979
41407,train,3.159247
41408,val,1.579304
41409,val,1.301030
41410,val,3.724547
41411,train,2.691367
41412,test,3.647165
41413,train,3.724649
41414,train,3.127834
41415,train,1.299134
41416,train,1.301162
41417,train,3.604474
41418,train,3.264258
41419,train,3.534333
41420,train,3.340904
41421,test,3.699536
41422,train,3.620955
41423,train,3.669420
41424,test,3.546789
41425,test,3.565012
41426,train,3.471184
41427,train,3.688649
41428,train,3.247925
41429,val,1.476222
41430,train,3.617695
41431,train,3.422925
41432,train,3.133196
41433,train,3.629030
41434,train,3.617963
41435,train,3.514733
41436,train,1.301031
41437,train,1.746394
41438,test,3.631469
41439,train,3.735962
41440,train,3.646837
41441,test,3.575589
41442,train,3.586748
41443,train,3.150601
41444,val,3.642370
41445,train,3.630142
41446,train,3.358751
41447,val,1.501522
41448,val,3.680783
41449,test,1.701304
41450,val,3.453868
41451,train,3.584697
41452,val,3.516255
41453,val,3.445004
41454,train,3.392375
41455,train,3.665217
41456,train,3.561232
41457,train,3.486534
41458,train,3.641940
41459,train,3.553468
41460,val,3.752517
41461,train,3.204420
41462,train,3.619698
41463,train,3.633292
41464,train,3.741946
41465,train,3.639837
41466,val,3.654903
41467,val,1.301030
41468,val,3.458964
41469,train,4.123109
41470,train,3.649174
41471,train,3.137351
41472,train,3.381155
41473,val,3.426879
41474,train,3.667105
41475,train,3.508556
41476,train,1.302512
41477,train,1.299918
41478,test,1.301030
41479,train,1.301032
41480,train,1.624213
41481,train,3.727542
41482,train,3.679671
41483,train,1.301954
41484,train,3.107744
41485,train,3.270435
41486,train,3.808155
41487,train,1.655902
41488,val,3.701570
41489,train,1.661940
41490,train,1.474225
41491,train,1.481092
41492,train,1.369238
41493,train,1.374053
41494,train,1.301032
41495,train,1.301030
41496,train,1.503727
41497,test,3.679510
41498,train,3.643321
41499,train,3.201280
41500,train,3.775974
41501,val,3.740425
41502,train,3.434026
41503,test,3.464661
41504,val,3.217800
41505,val,3.715842
41506,test,3.757802
41507,val,1.301030
41508,test,1.527146
41509,train,3.349727
41510,val,3.723851
41511,train,3.767989
41512,train,3.605311
41513,train,1.301030
41514,train,3.628988
41515,train,3.519891
41516,train,3.693220
41517,val,3.551157
41518,train,3.689983
41519,train,3.519399
41520,train,3.481295
41521,train,3.851707
41522,val,3.692894
41523,train,3.745058
41524,test,3.136546
41525,train,3.481869
41526,train,1.523057
41527,train,3.646062
41528,train,3.516855
41529,train,3.660733
41530,train,1.561295
41531,train,3.435271
41532,test,1.320674
41533,train,3.365012
41534,val,1.699241
41535,val,3.747855
41536,train,3.450652
41537,train,1.469646
41538,train,1.305021
41539,train,1.415030
41540,train,3.732133
41541,train,1.954623
41542,train,1.301031
41543,test,3.739635
41544,train,3.611963
41545,train,1.301030
41546,train,3.288633
41547,train,3.666149
41548,train,3.572628
41549,train,3.336679
41550,train,3.686072
41551,train,3.683561
41552,train,3.714257
41553,test,3.630987
41554,train,3.800389
41555,train,3.373469
41556,train,1.730624
41557,train,3.706143
41558,test,3.591850
41559,train,3.407233
41560,train,3.573060
41561,train,1.301131
41562,train,3.463802
41563,train,3.719256
41564,train,3.840964
41565,train,1.535694
41566,val,3.690943
41567,val,3.755059
41568,train,3.546789
41569,train,3.500650
